Organización Inventario	Artículo	Descripción	Fecha de Creacion	Fecha de ultima actualizacion	Creado Por	Importado	Provisión Inventarios	NUMERADOS	En Custodia	Artículo Plan Vallejo	Cliente Producto	Flexfield12	flexfield13	Pricat Desc Larga	Pricat Desc Corta	Responsabilidad	Actualizado por	Atributo6	Crear En Wip	Suministro Tipo	Subinventario	WIP_SUPPLY_LOCATOR_ID	Localizador	Tipo Tolerancia	Valor Tolerancia	Arrastre Inventario	Retraso Operación
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22006887	FORMICA GREY OAK MATE REF: 1829 1220MM X 2440MM F8	4-feb-10	27-nov-23	INGESTRUCTURAS_CO	SI	SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22006889	FORMICA MAPLE FUSION MATE REF: 1323 1220MM X 2440MM F8	8-feb-10	17-jul-24	OSINISTERRA342_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO		N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22006921	LLAVE MAESTRA KY-500 PARA CAMBIO DE CILINDRO	19-oct-20	12-nov-21	YCONSTAIN805_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22006922	TUBO REDONDO DE 1 1/2 PULG 6000MM CALIBRE 16 ESPESOR 1.5MM	24-feb-10	28-ene-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	TRONZSILLA	761182	MTS.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22006945	TORNILLO DRYWALL 10 X 1 NEGRO	5-mar-10	26-feb-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22006946	TORNILLO DRYWALL 8 X 3/4 NEGRO	5-mar-10	26-feb-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22006990	EMPAQUE CAJA BALDOSA TELA MPL - CRIT 38X60CM	23-mar-10	28-ene-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22006991	EMPAQUE CAJA BALDOSA TELA MPL - CRIT 38X90CM	23-mar-10	28-ene-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007003	PERFIL EMPAQUE NEGRO C-43 40417	2-ago-07	26-feb-21	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007004	PERFIL EMPAQUE NEGRO 40420 DOBLE Y 0-189	2-ago-07	26-feb-21	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007008	PERFIL OCULTA CABLES GRIS CLARO ESPECIAL MPR060-027	2-ago-07	26-feb-21	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007022	SOPORTE PIVOTE TAPA ZOCALO 1/2 MEDIA ALTURA E INTERMEDIA GRIS NOPAL MPR080068	26-jul-07	11-may-21	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007028	PERFIL TAPA LUZ TERMINAL COLOR GRIS CLARO MPR060001	2-ago-07	30-nov-22	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007031	RODACHINA CON FRENO REF.G21P2PP1.3/4A (JUEGO POR 4 UNIDADES)	1-ago-07	26-feb-21	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007033	RIEL F/E DYNASLIDE 4632 DE 12 EZP JUEG	31-jul-07	22-ene-21	AANGULO637_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007034	RIEL F/E DYNASLIDE 4632 DE 16  400MM EZP	1-ago-07	22-ene-21	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007041	RIEL REPON DE 45CM 75LB	1-ago-07	22-ene-21	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007054	CANTO HAYA NATURAL MATE REF: 1803 35MM X 2MM	26-jul-07	20-jun-23	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	LBENAVIDES892_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007056	CANTO HAYA NATURAL MATE REF: 1803 22MM X 2MM	26-jul-07	20-jun-23	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	LBENAVIDES892_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007057	CANTO LIGHT PEAR MATE REF: 0387 35MM X 2MM	26-jul-07	20-jun-23	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	LBENAVIDES892_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007063	PERFIL TAPA LUZ TERMINAL GRIS NOPAL MPR060000	10-ago-07	28-jul-22	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007066	PERFIL TAPA LUZ COLOR NEUTRO MPR060000	1-ago-07	12-dic-23	ERINCON092_CO		SI		SI	NO		SI			SI	MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007089	LAMINA EN ROLLO A-36 218 MM ESPESOR 1.90MM TAPA IC 893 HOMECENTER	25-mar-10	28-ene-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO	SI	Y	Proceso Tirar Operación	CORTYPUNZ	761100	CYP.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007162	TORNILLO ESTUFA CILINDRICO PHILLIPS M4 X 8 ZINCADO	7-abr-10	26-feb-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007256	EMPAQUE PROTECTOR NAVE PUERTA VIDRIO 1990MMX810MM ESPESOR 3.7MM	12-abr-10	28-ene-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007264	DESLIZADOR H26 NEGRO DE 15MM	19-abr-10	26-feb-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007283	AGLOMERADO RH CRUDO DE 1530X2440MM ESPESOR 15MM	21-abr-10	28-ene-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	CARPINT	760956	AGL.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007284	AGLOMERADO RH CRUDO DE 1530X2440MM ESPESOR 18MM	21-abr-10	28-ene-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	CARPINT	760956	AGL.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007285	AGLOMERADO RH CRUDO DE 1530X2440MM ESPESOR 25MM	21-abr-10	28-ene-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	CARPINT	760956	AGL.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007371	TAPON REDONDO INTERNO DE 1 PULG 1/4	13-may-10	26-feb-21	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007392	TELA LAFAYETTE AMARETO EVOLUCION  COLOR AZUL REF: 194027-7479	24-may-10	1-ago-23	INGESTRUCTURAS_CO	SI	SI									MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO		N	Proceso Tirar Operación	CARPINT	761165	TEL.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007413	CANTO MAHOGANY MATE REF: 1460 35MM X 2MM	10-jun-10	20-jun-23	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	LBENAVIDES892_CO		Y	Proceso Tirar Operación	CARPINT	761159	CTA.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007416	FORMICA SUNSET MATE REF: 2239 1220MM X 3060MM F8	15-jun-10	17-jul-24	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO		N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007417	FORMICA CARIBBEAN (CARIBE) MATE REF: 2182 1220MM X 3060MM F8	15-jun-10	27-nov-23	INGESTRUCTURAS_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007422	LAMINA PLANA GALVANIZADA 4X8 ESPESOR 0.70MM	17-dic-12	28-ene-21	NROMERO915_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	CORTYPUNZ	761100	CYP.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007471	GENERICO BOTON DE PRESION PARA BALDOSA VIDRIO MPR050005	22-jun-10	26-feb-21	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007486	GENERICO TELA PROQUINAL PRANNA	30-jun-10	28-ene-21	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	CARPINT	761165	TEL.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007495	VIDRIO LAMINADO BLANCO 9+9	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007502	VIDRIO LAMINADO GRIS 6+6	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007503	VIDRIO LAMINADO VERDE 6+6	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007504	VIDRIO LAMINADO BLANCO 6+6	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007507	VIDRIO LAMINADO ROJO 6+6	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007508	VIDRIO LAMINADO NEGRO 6+6	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007511	VIDRIO LAMINADO GRIS 4+4	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007512	VIDRIO LAMINADO VERDE 4+4	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007513	VIDRIO LAMINADO BLANCO 4+4	1-jul-10	17-feb-23	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO		Y	Proceso Tirar Operación	CARPINT	761166	VID.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007514	VIDRIO LAMINADO AMARILLO 4+4	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007515	VIDRIO LAMINADO NARANJA 4+4	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007516	VIDRIO LAMINADO ROJO 4+4	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007517	VIDRIO LAMINADO NEGRO 4+4	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007518	VIDRIO LAMINADO AZUL OSCURO 4+4	1-jul-10	22-dic-23	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007519	VIDRIO LAMINADO AZUL REY 4+4	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007520	VIDRIO LAMINADO GRIS 3+3	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007521	VIDRIO LAMINADO VERDE 3+3	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007522	VIDRIO LAMINADO BLANCO 3+3	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007523	VIDRIO LAMINADO AMARILLO 3+3	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007524	VIDRIO LAMINADO NARANJA 3+3	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007525	VIDRIO LAMINADO ROJO 3+3	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007526	VIDRIO LAMINADO NEGRO 3+3	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007527	VIDRIO LAMINADO AZUL OSCURO 3+3	1-jul-10	22-dic-23	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007528	VIDRIO LAMINADO AZUL REY 3+3	1-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007529	TAPA PERFIL ALUMINIO ZOCALO INFERIOR REF:MEP020 VETRO DE  6000MM ACABADO ANODIZADO NATURAL MPR030255	2-jul-10	9-nov-21	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		N	Proceso Tirar Operación	ALUMINIOS	760954	MPA.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007530	PERFIL EN ALUMINIO LLEGADA A TECHO VIDRIO 10MM REF:MEP021 VETRO DE 6000MM ACABADO ANODIZADO NATURAL MPR030256	2-jul-10	9-nov-21	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	ALUMINIOS	760954	MPA.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007531	TAPA PERFIL ALUMINIO LLEGADA A TECHO VIDRIO 10MM REF:MEP022 VETRO DE 6000MM ACABADO ANODIZADO NATURAL MPR030257	2-jul-10	9-nov-21	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	ALUMINIOS	760954	MPA.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007532	PERFIL LLEGADA A PARED REF:MEP024 VETRO DE 6000MM ACABADO ANODIZADO NATURAL MPR030258	2-jul-10	31-mar-23	INGESTRUCTURAS_CO		SI										HASPRILLA861_CO		Y	Proceso Tirar Operación	ALUMINIOS	760954	MPA.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007533	PERFIL MARCO PUERTA REF: MEP023 VETRO DE 6000MM ACABADO ANODIZADO NATURAL MPR030259	2-jul-10	17-feb-23	INGESTRUCTURAS_CO		SI										FRUALES674_CO		N	Proceso Tirar Operación	ALUMINIOS	760954	MPA.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007536	GENERICO TELA VINILICA LADO B	2-jul-10	27-jul-22	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO		Y	Proceso Tirar Operación	CARPINT	761165	TEL.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007565	EMPAQUE CAJA MASTER ACCESORIOS	9-jul-10	28-ene-21	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Empuje							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007566	EMPAQUE CAJA ACCESORIOS 1	9-jul-10	28-ene-21	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Empuje							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007571	VIDRIO TRANSPARENTE 19MM	12-jul-10	17-ene-15	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007576	SUPERCOR BLANCO NEVADO LISO DE  25MM 1530MM X 2440MM	14-jul-10	14-feb-25	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO		N	Proceso Tirar Operación	CARPINT	760956	AGL.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007590	FORMICA YELLOW (AMARILLO) MATE REF: 2163 1220MM X 2440MM F8	10-sep-10	27-nov-23	INGESTRUCTURAS_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007604	FORMICA BACKER BLANCO REF: 2112 1220MM X 3060MM F6	24-jul-10	27-nov-23	INGESTRUCTURAS_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007606	PIVOTE SOPORTE NIVELADOR 250MM BANCO DE BOGOTA	26-jul-10	26-feb-21	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007617	NIVELADOR ECUALIZABLE BASE 2 ROSCA 5/16X 3/4 MPR080217	29-jul-10	26-feb-21	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	MP_WIP	364336	EN .  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007618	PARRILLA EN ALAMBRE OBRA NEGRA DE 3.6 MM DE  503.4 X 303.4 CUADRICULA DE 53.4X53.4	30-jul-10	28-ene-21	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO	SI	Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007619	PARRILLA EN ALAMBRE OBRA NEGRA DE 3.6 MM DE  503.4 X 203.4 CUADRICULA DE 53.4X53.4	30-jul-10	28-ene-21	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO	SI	Y	Proceso Tirar Operación							
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007643	GENERICO CANTO PARTE B DE 22MM ESPESOR 2MM	10-ago-10	28-ene-21	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	YCONSTAIN805_CO		Y	Proceso Tirar Operación	CARPINT	761159	CTA.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007644	GENERICO FORMICA MADERA  1220MM X 3060MM PARTE B F8	10-ago-10	23-dic-24	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO		N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22007645	GENERICO MADECANTO MADERA DE 22MM  ESPESOR 0.45MM PARTE B	10-ago-10	23-dic-24	INGESTRUCTURAS_CO		SI									MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO		Y	Proceso Tirar Operación	CARPINT	761159	CTA.  1.  1.  1.                      .                      				
